word_bare	canonical_pointed	n_variants_before	total_count	source
רייכסמאן	רייכסמאַן	1	1	mechanical
גאלאנטא	גַאַלַאנְטָא	1	1	mechanical
אראויפ	אַרַאוֹיפֿ	1	1	mechanical
ס'גלייך	ס'גְלַייך	1	1	mechanical
פאפולאר	פּאָפּוּלַאַר	1	1	mechanical
משפיל	משפּיל	1	1	mechanical
השלימות	הַשְׁלֵימוּת	1	1	mechanical
רמי	רמי	1	1	mechanical
אויבערלענדער	אויבערלענדער	1	1	mechanical
דאטנפלד	דָאטְנְפֶֿלְד	1	1	mechanical
ישיבה-לייט	יְשִׁיבָה-לַייט	1	1	mechanical
פוקינג	פֿוּקִינְג	1	1	mechanical
שאכ"ה	שָׁאכָ"ה	1	1	mechanical
תאז"ה	תָּאזָ"ה	1	1	mechanical
רעבין	רֶעבִּין	1	1	mechanical
אשי'ס	אַשִׁי'ס	1	1	mechanical
לישרא	לֵישְׁרָא	1	1	mechanical
למר	לַמַר	1	1	mechanical
רימינאווער	רִימִינאָווער	1	1	mechanical
ותבכו	וַתִּבְכּוּ	1	1	mechanical
פארגעוויינט	פֿאַרְגֶעווֵיינְט	1	1	mechanical
געאסרט	גֶעאַסֶּרְט	1	1	mechanical
ענטלאדט	ענְטְלָאדְט	1	1	mechanical
דחורבן	דְחוּרבּן	1	1	mechanical
דעפארטמענטס	דעפּאַרטמענטס	1	1	mechanical
טומלדיקע	טומלדיקע	1	1	mechanical
עמטיקע	עמטיקע	1	1	mechanical
מהר"ם'ס	מַהֲרַ"ם'ס	1	1	mechanical
אבתיו	אֲבֹתָיו	1	1	mechanical
תשלחו	תִּשְׁלָחוּ	1	1	mechanical
מיטשנען	מִיטְשֶׁנֶען	1	1	mechanical
יינגלן	ייִנְגְלֶן	1	1	mechanical
ס'טויג	ס'טוֹיג	1	1	mechanical
טיפרר	טִיפֶרֶר	1	1	mechanical
שפיאן	שְׁפִיאָן	1	1	mechanical
שאפלע	שַׁאפֶֿלֶע	1	1	mechanical
ולמען	וּלְמַעַן	1	1	mechanical
בארדענאווער	באַרדענאָווער	1	1	mechanical
באנדערער	בַּאנְדֶערֶער	1	1	mechanical
פארכאכט	פַֿארְכָּאכְט	1	1	mechanical
ענגסטן	עֶנְגְסְטְן	1	1	mechanical
פשטסטן	פָּשֶׁטְסְטְן	1	1	mechanical
קלאפס	קְלַאפְּס	1	1	mechanical
אומגעפאלן	אוּמְגֶעפַֿאַלְן	1	1	mechanical
עלבוים	עֶלְבּוֹים	1	1	mechanical
אגענא	אגענאָ	1	1	mechanical
אנדרייצא	אַנְדְרַייְצָא	1	1	mechanical
וולאיס	ווַלאָיִס	1	1	mechanical
סיריאכארעלאווקע	סִירְיאָכֿאַרֶעלַאווְקֶע	1	1	mechanical
ווארנאייכעם	וואַרְנַאייְכֶעם	1	1	mechanical
באראבן	בַּאַרַאַבְּן	1	1	mechanical
אפנעסער	אָפְּנֶעסֶער	1	1	mechanical
קרויציגן	קְרוֹיצִיגְן	1	1	mechanical
ונקיתי	וְנִקֵּיתִי	1	1	mechanical
פייש	פַֿייַשׁ	1	1	mechanical
יונגס	יוּנְגְס	1	1	mechanical
געברענטער	גֶעבְרֶענְטֶער	1	1	mechanical
אב-הטומאה	אַבֿ-הַטּוּמְאָה	1	1	mechanical
אבי-אבות-הטומאה	אֲבִי-אֲבֹות-הַטּוּמְאָה	1	1	mechanical
ליובאווויטשער	לְיוּבָאוווִיטְשֶער	1	1	mechanical
רייניגער	רַייְנִיגֶער	1	1	mechanical
אדוואס	אָדוואָס	1	1	mechanical
מאנראאער	מאָנראאָער	1	1	mechanical
לתהו	לְתֹהוּ	1	1	mechanical
ויראי	וְיִרְאֵי	1	1	mechanical
ויושעי	וְיוֹשְׁעִי	1	1	mechanical
ותשועות	וּתְשׁוּעוֹת	1	1	mechanical
התעוררותדיגע	הִתְעוֹרְרוּתְדִיגֶע	1	1	mechanical
דרסק"מ	דְרְסְק"מ	1	1	mechanical
וורג"מ	וּוְרְגּ"מ	1	1	mechanical
נאציאן	נָאצִיאֶן	1	1	mechanical
לפראט	לִפְרָאט	1	1	mechanical
קאטן	קָאטְן	1	1	mechanical
מוסיקעס	מוּסִיקֶעס	1	1	mechanical
אראפטאן	אַרָאפְטָאן	1	1	mechanical
קרח'ן	קֹרַח'ן	1	1	mechanical
מ'האלטאן	מְ'הַאַלְטְאָן	1	1	mechanical
כליפט	כְלִיפְּט	1	1	mechanical
קופקעס	קוּפְּקֶעס	1	1	mechanical
אשכול	אֶשְׁכּוֹל	1	1	mechanical
אגנדא	אַגֶנְדָא	1	1	mechanical
אוואדאאי	אוואַדאאַי	1	1	mechanical
אראפצולערנען	אַראָפּצולערנען	1	1	mechanical
גוד	גוד	1	1	mechanical
ריזאן	ריזאָן	1	1	mechanical
בארעדסטו	באַרעדסטו	1	1	mechanical
ס'סתם	ס'סְתָּם	1	1	mechanical
לחכמים	לַחֲכָמִים	1	1	mechanical
פרלארן	פַֿרְלָאָרְן	1	1	mechanical
רשכבה"א	רַשְׁכַּבָּהָ"א	1	1	mechanical
שבפחותים	שֶׁבַּפְּחוּתִים	1	1	mechanical
תשובה-רגש	תְּשׁוּבָה-רֶגֶשׁ	1	1	mechanical
דאקרא	דאַקראָ	1	1	mechanical
צארעס	צָארֶעס	1	1	mechanical
פליקן	פְֿלִיקְן	1	1	mechanical
פוכישער	פּוּכִישֶׁער	1	1	mechanical
מחמיצים	מַחְמִיצִים	1	1	mechanical
אראנדא	אַרַאנְדַא	1	1	mechanical
ענאכער	עֶנָאָכֶער	1	1	mechanical
קהלה'שע	קְהִלָּה'שע	1	1	mechanical
צעזאמענגעריסענע	צעזאַמענגעריסענע	1	1	mechanical
שטריכווארט	שְׁטְרִיכְוואָרְט	1	1	mechanical
שפריכווארט	שְׁפְרִיכְוואָרְט	1	1	mechanical
מטעטן	מַטֶעטְן	1	1	mechanical
הונגעריגן	הוּנְגֶערִיגְן	1	1	mechanical
קרחים	קָרְחִים	1	1	mechanical
דירנע	דִירְנֶע	1	1	mechanical
געג	גֶעג	1	1	mechanical
שטייגערליי	שְׁטַייְגֶערְלַייְ	1	1	mechanical
שנכנסת	שֶׁנִּכְנַסְתָּ	1	1	mechanical
אפגעשט	אָפּגֶעשְׁט	1	1	mechanical
הפתח	הַפֶּתַח	1	1	mechanical
נתרבה	נִתְרַבָּה	1	1	mechanical
היילטן	הייַלטן	1	1	mechanical
קלארטער	קְלָאָרְטֶער	1	1	mechanical
אמתדיקנ'ס	אֱמֶתְדִיקְנְ'ס	1	1	mechanical
בלובזשעווער	בְּלוּבֿזְשֶׁעווֶער	1	1	mechanical
גמרא-געוואלט	גְּמָרָא-גֶעוואַלְט	1	1	mechanical
חמיר	חָמִיר	1	1	mechanical
געווענדט	גֶעווֶענְדְט	1	1	mechanical
שטיין-דארט	שְׁטַיין-דָארְט	1	1	mechanical
חסדא'ס	חִסְדָא'ס	1	1	mechanical
גמליאל'ס	גַּמְלִיאֵל'ס	1	1	mechanical
שטויציגער	שְׁטוֹיצִיגֶער	1	1	mechanical
ובתוכם	וּבְתוֹכָם	1	1	mechanical
ומדוע	וּמַדּוּעַ	1	1	mechanical
תשליכני	תַּשְׁלִיכֵנִי	1	1	mechanical
מיאוס	מִיאוּס	1	1	mechanical
ונאלח	וְנֶאֱלָח	1	1	mechanical
באגאלדעט	באַגאָלדעט	1	1	mechanical
גארבן	גאַרבן	1	1	mechanical
שוויצעריענ	שוויצעריענ	1	1	mechanical
תפן	תֵּפֶן	1	1	mechanical
מנחתם	מִנְחָתָם	1	1	mechanical
שוויצער	שוויצער	1	1	mechanical
הריח	הֵרִיחַ	1	1	mechanical
אטשיווען	אַטשיווען	1	1	mechanical
פיסטער	פִֿיסטֶער	1	1	mechanical
רבנישער	רַבָּנִישֶׁער	1	1	mechanical
קאלפיק	קאָלפּיק	1	1	mechanical
גלארציג	גלאָרציג	1	1	mechanical
ס'פיט	ס'פֿיט	1	1	mechanical
באכ	באַכֿ	1	1	mechanical
ס'אנדערע	ס'אַנְדֶערֶע	1	1	mechanical
אפצוקומען	אָפּצוּקוּמֶען	1	1	mechanical
טענה'צע	טַענָה'צֶע	1	1	mechanical
בעל-התניא	בַּעַל-הַתַּנְיאָ	1	1	mechanical
על-פניו	עַל-פָּנָיו	1	1	mechanical
אל-קרח	אֶל-קֹרַח	1	1	mechanical
ואל-כל-עדתו	וְאֶל-כָּל-עֲדָתוֹ	1	1	mechanical
חס-ושלום	חַס-וְשָׁלוֹם	1	1	mechanical
גאאווה	גאאַווה	1	1	mechanical
אונץ	אונץ	1	1	mechanical
אומגאר	אומגאָר	1	1	mechanical
סליקי	סַלִיקִי	1	1	mechanical
להתם	לְהָתָם	1	1	mechanical
גערודפ'ט	גערודפ'ט	1	1	mechanical
כנחש	כְּנָחָשׁ	1	1	mechanical
צעלאכן	צֶעלאַכְן	1	1	mechanical
בערער	בֶּערֶער	1	1	mechanical
איינצנער	אַיינצְנֶער	1	1	mechanical
יחס	יַחַס	1	1	mechanical
המיוחס	הַמְיוּחָס	1	1	mechanical
בילדעט	בִּילְדֶעט	1	1	mechanical
אראפצוטרעטן	אַרָאָפּצוּטְרֶעטְן	1	1	mechanical
רעגנסטער	רֶעגְנְסְטֶער	1	1	mechanical
מאראסט	מַאָרַאסְט	1	1	mechanical
זעהונג	זֶעהוּנְג	1	1	mechanical
הענוה	הָעֲנָוָה	1	1	mechanical
דורכקריגסטו	דּוּרְכְקְרִיגְסְטוֹ	1	1	mechanical
פארפילן	פאַרפילן	1	1	mechanical
הסתכלות	הִסְתַּכְּלוּת	1	1	mechanical
רעיו	רֵעָיו	1	1	mechanical
בעלי-מחלוקת	בַּעֲלֵי-מַחֲלוֹקֶת	1	1	mechanical
אויסזאקן	אויסזאַקן	1	1	mechanical
תשובה'טין	תְּשׁוּבָה'טִין	1	1	mechanical
תרוץ-וועג	תִּרוּץ-ווֶעג	1	1	mechanical
תעה	תְּעֵה	1	1	mechanical
ותעה	וְתָעָה	1	1	mechanical
פארביכט	פַאַרְבִּיכְט	1	1	mechanical
אנטא	אַנְטָא	1	1	mechanical
חברע	חֶבְרֶע	1	1	mechanical
זימכה	זִימכֶה	1	1	mechanical
עמאנינג	עמאַנִינג	1	1	mechanical
דעתיה	דְּעָתֵיהּ	1	1	mechanical
תתנשא	תִּתְנַשֵּׂא	1	1	mechanical
ענוותן	עַנְווְתָן	1	1	mechanical
כהלל	כְּהִלֵּל	1	1	mechanical
דערעמולסט	דֶערֶעמוּלְסְט	1	1	mechanical
קילפט	קִילְפְּט	1	1	mechanical
הנועם	הַנּוֹעַם	1	1	mechanical
ווארמען	וואַרמען	1	1	mechanical
פארברענג	פֿאַרברענג	1	1	mechanical
מאשקעוויטש	מַאַשְׁקעוויטש	1	1	mechanical
רירנד	רירנד	1	1	mechanical
וואארעמקייט	וואאַרֶעמְקֵייט	1	1	mechanical
אורדעס	אוֹרְדֶעס	1	1	mechanical
יחנו	יַחֲנוּ	1	1	mechanical
יסעו	יִסָּעוּ	1	1	mechanical
סבא	סַבָּא	1	1	mechanical
זייבן	זייבֿן	1	1	mechanical
דרושעס	דְּרוּשעס	1	1	mechanical
טייטשעס	טייַטשעס	1	1	mechanical
האטשנ	הָאָטשְנ	1	1	mechanical
פארגלייכנ	פֿאַרְגְלֵייכְנ	1	1	mechanical
נוצנ	נוּצְנ	1	1	mechanical
ערב-ערביא	עֶרֶבֿ-עֶרֶבְֿיאָ	1	1	mechanical
צעמישן	צֶעמִישְׁן	1	1	mechanical
מסיקות	מְסִיקוּת	1	1	mechanical
ראזשינקע	רָאָזְשִׁינְקֶע	1	1	mechanical
פעלאדיקער	פֶֿעלָאָדִיקֶער	1	1	mechanical
פייביש	פֿייַביש	1	1	mechanical
מאכנעווקער	מאַכנעווקער	1	1	mechanical
אויסגעשמועסט	אויסגעשמועסט	1	1	mechanical
אמאלסן	אַמאָלסן	1	1	mechanical
זאלנ	זָאָלְנ	1	1	mechanical
דארפסלייט	דָאָרְפְֿסְלֵייט	1	1	mechanical
זאכ	זָאָכֿ	1	1	mechanical
יעדנפאלס	יֶעדְנפַֿאַלְס	1	1	mechanical
פריוואטן	פּריוואַטן	1	1	mechanical
אירערט	אירערט	1	1	mechanical
טאפן	טאַפּן	1	1	mechanical
פעלעדיגע	פֿעלעדיגע	1	1	mechanical
ליייענען	לֵיייֶענֶען	1	1	mechanical
בגו	בְּגוֹ	1	1	mechanical
שנתן	שֶׁנָּתַן	1	1	mechanical
מיטנ	מִיטְנ	1	1	mechanical
קאלך	קַאלְךְ	1	1	mechanical
חב"דניק	חַבַּ"דְנִיק	1	1	mechanical
געלאפט	גֶעלָאָפְט	1	1	mechanical
מאנטענעגראד	מַאנְטֶענֶעגְרַאד	1	1	mechanical
דעווייסט	דֶעווַייְסְט	1	1	mechanical
רבאלע	רֶבֶּאלֶע	1	1	mechanical
מלאכיך	מַלְאָכֶיךָ	1	1	mechanical
שלחתי	שָׁלַחְתִּי	1	1	mechanical
ברח	בְּרַח	1	1	mechanical
אכבדך	אֲכַבֶּדְךָ	1	1	mechanical
לשם-יחוד	לְשֵׁם-יִחוּד	1	1	mechanical
היעצט	הִיעצְט	1	1	mechanical
מ'הארגענען	מ'האַרְגְענֶען	1	1	mechanical
איעצך	אִיעָצְךָ	1	1	mechanical
פאבולאק	פַֿאַבֿוּלאָק	1	1	mechanical
לעמך	לְעַמְּךָ	1	1	mechanical
מחטיא	מַחֲטִיא	1	1	mechanical
ערגסטער	עֶרְגְסְטֶער	1	1	mechanical
פלאכס	פְֿלַאַכְס	1	1	mechanical
הציע	הַצִּיעַ	1	1	mechanical
פעדלערס	פֶּעדְלֶערְס	1	1	mechanical
מכשיל	מַכְשִׁיל	1	1	mechanical
נשלט	נִשְׁלָט	1	1	mechanical
אריינגעמישט	אַרייַנגֶעמִישט	1	1	mechanical
ס'אריינגעמישט	ס'אַרייַנגֶעמִישט	1	1	mechanical
געוועזט	גֶעווֶעזְט	1	1	mechanical
געווארענט	גֶעוואָרֶענְט	1	1	mechanical
בבחור	בְּבָחוּר	1	1	mechanical
געאטעוועט	גֶעאַטֶעוועט	1	1	mechanical
דנואף	דְּנוֹאֵף	1	1	mechanical
לויעווער	לוֹיֶעווֶער	1	1	mechanical
בולאקעפ	בּוּלַאקֶעפּ	1	1	mechanical
פעלדקער	פעלדקער	1	1	mechanical
תאמל	תאַמל	1	1	mechanical
דאראפן	דַארַאפַֿן	1	1	mechanical
אפצווואשן	אָפּצוּוואַשן	1	1	mechanical
אפצו	אָפּצוּ	1	1	mechanical
אפצומעקן	אָפּצוּמעקן	1	1	mechanical
ווארראפטג	וואָרראָפְטְג	1	1	mechanical
יאגפנדיג	יאָגְפַֿנְדִיג	1	1	mechanical
וואיאזעוי	וואִיאַזעוֹי	1	1	mechanical
איבערשנאפ	אִיבֶערְשְנאָפּ	1	1	mechanical
ש'קאן	ש'קאָן	1	1	mechanical
סמכ-ממג	סַמֶכְ-מֵמֶג	1	1	mechanical
אויפגעוויזן	אויפֿגעווִיזְן	1	1	mechanical
מתקימת	מִתְקַיֶּמֶת	1	1	mechanical
שממית	שֶׁמֵּמִית	1	1	mechanical
באהלה	בְּאָהֳלָהּ	1	1	mechanical
בקוועם	בַּקְווֶעם	1	1	mechanical
עעם	עֶעֶם	1	1	mechanical
קאניגן	קַאנִיגְן	1	1	mechanical
באקווועם	בַּאקְוווֶעם	1	1	mechanical
אפנים	אֲפָנִים	1	1	mechanical
אפפסקענען	אָפּפּסקענען	1	1	mechanical
פראווער	פראָווער	1	1	mechanical
אהרנ'ל	אַהֲרֹנ'ל	1	1	mechanical
לאטטשעוו	לָאטְטְשעֶווֹ	1	1	mechanical
דראביטשער	דְרָאָבִּיטְשֶער	1	1	mechanical
ענליינע	ענליינע	1	1	mechanical
מעכעל	מֶעכֶעל	1	1	mechanical
ומלאך	וּמַלְאָך	1	1	mechanical
רצופות	רְצוּפוֹת	1	1	mechanical
יולי	יוּלִי	1	1	mechanical
פילז	פִילְז	1	1	mechanical
דע-דע-דע-דע-דע-דע	דֶע-דֶע-דֶע-דֶע-דֶע-דֶע	1	1	mechanical
פאגראם	פָאגְרָאם	1	1	mechanical
מוישלע	מוֹיְשְׁלֶע	1	1	mechanical
אומגעהערטן	אוּמְגֶעהֶערְטְן	1	1	mechanical
תרצ"ג	תַּרְצַ"ג	1	1	mechanical
ווילדערער	ווִילְדֶערֶער	1	1	mechanical
אויסגעזיכט	אוֹיסְגֶעזִיכְט	1	1	mechanical
לייגנ	לייגְנ	1	1	mechanical
בילגורייער	בִּילְגוּרַייֶער	1	1	mechanical
יששכר'ן	יִשָּׂשכָר'ן	1	1	mechanical
באשנידן	בַּאשְׁנִידְן	1	1	mechanical
צוריקציאען	צוּרִיקְצִיאֶען	1	1	mechanical
רואיקער	רוּאִיקֶער	1	1	mechanical
מתששת	מְתַשֶּׁשֶׁת	1	1	mechanical
בעניצט	בֶּענִיצְט	1	1	mechanical
זוהמא	זוּהֲמָא	1	1	mechanical
שטארבנ	שְטָאַרבְּנְ	1	1	mechanical
שמידן	שְׁמִידְן	1	1	mechanical
בני-בית	בְּנֵי-בַּיִת	1	1	mechanical
תרפ"ד	תַּרְפַֿ"ד	1	1	mechanical
תרפ"ח	תַּרְפַֿ"ח	1	1	mechanical
קאנדישאן	קָאָנְדִישַׁאן	1	1	mechanical
געקוואכט	גֶעקוואָכְט	1	1	mechanical
פארפלאמט	פָֿאַרפְֿלַאַמְט	1	1	mechanical
עגודער	עֶגוּדֶער	1	1	mechanical
באדיטשעוו	בַּאדִיטשֶׁעוו	1	1	mechanical
קוקען	קוּקֶען	1	1	mechanical
דארשטיק	דאָרְשְׁטִיק	1	1	mechanical
געטרינקט	גֶעטְרִינְקְט	1	1	mechanical
קריאת-שמע	קְרִיאַת-שְׁמַע	1	1	mechanical
גוע	גָוַע	1	1	mechanical
ווויאזוי	וווִיאַזוי	1	1	mechanical
הייטב	הייטב	1	1	mechanical
מאכין	מַאכִין	1	1	mechanical
מענטשין	מענטשִין	1	1	mechanical
געשטארבין	געשטָאָרבִּין	1	1	mechanical
אויסגעשטארבין	אויסגעשטָאָרבִּין	1	1	mechanical
גרופס	גרוּפּס	1	1	mechanical
ניצול	נִיצוֹל	1	1	mechanical
איבערגעשטראנגן	אִיבֶּערגֶעשְׁטְרַאנְגְן	1	1	mechanical
זשידעטשויבער	זְשִׁידֶעטְשׁוֹיבֶּער	1	1	mechanical
קרמניצער	קרֶמניצער	1	1	mechanical
אפצומאכן	אָפּצומאַכן	1	1	mechanical
מ'טרעפט	מ'טרעפֿט	1	1	mechanical
טא-רא-רא-רא-רא-רא-רא	טָא-רָא-רָא-רָא-רָא-רָא-רָא	1	1	mechanical
להרג	לַהֲרֹג	1	1	mechanical
הסוסים	הַסּוּסִים	1	1	mechanical
געגלאנקט	גֶעגְלַאנְקְט	1	1	mechanical
שניצל	שְׁנִיצְל	1	1	mechanical
מבזה	מְבַזֶה	1	1	mechanical
מבזים	מְבַזִים	1	1	mechanical
יחסו	יִחֲסוֹ	1	1	mechanical
פארשוואיגן	פֿאַרשוואַיְגְן	1	1	mechanical
אומצופרידן	אוּמצוּפְֿרִידְן	1	1	mechanical
הארגאט	הַארְגַאַט	1	1	mechanical
זיצסט	זִיצְסְט	1	1	mechanical
הארגענעסט	הַארְגֶענְעסְט	1	1	mechanical
מחילות	מְחִילוֹת	1	1	mechanical
בעל-רחמנות	בַּעַל-רַחֲמָנוּת	1	1	mechanical
הננן	הִנְנָן	1	1	mechanical
נפסק	נִפְסַק	1	1	mechanical
כותית	כּוּתִית	1	1	mechanical
לשזבן	לִשְׁזְבַן	1	1	mechanical
הבועל	הַבּוֹעֵל	1	1	mechanical
פוגעין	פּוֹגְעִין	1	1	mechanical
באשעפער'ס	בַּאשֶׁעפֶער'ס	1	1	mechanical
אריינרוקען	אַרַיינְרוּקֶען	1	1	mechanical
א-א-א	אַ-אַ-אַ	1	1	mechanical
כנענישע	כְּנַעֲנִישֶׁע	1	1	mechanical
מלקיות	מַלְקִיּוֹת	1	1	mechanical
פראקעס	פראַקעס	1	1	mechanical
הייזן	הייזן	1	1	mechanical
פאיעס	פּאַיֶעס	1	1	mechanical
חי"ת	חֵי"ת	1	1	mechanical
תיו	תָּיו	1	1	mechanical
כהרג'עט	כְּהָרַג'עט	1	1	mechanical
בלאזשאווער	בְּלָאזְשָׁאָווֶער	1	1	mechanical
אייכלאך	אַייכְלַאךְ	1	1	mechanical
נעמצאם	נֶעמְצָאם	1	1	mechanical
זענס	זֶענְס	1	1	mechanical
עקענערזשע	עקענערזשע	1	1	mechanical
הכה	הֻכָּה	1	1	mechanical
משונה'דיגע	מְשׁוּנֶה'דִיגֶע	1	1	mechanical
געשלאגענער	גֶעשְׁלָאגֶענֶער	1	1	mechanical
